Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status
sb2307206560567511,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Negro,Size,,,,sb2307206560567511,200,shopify,1,deny,manual,199.99,229.9885,True,False,,,,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,False,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,g,Active
sb2307206560567511,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Negro,Size,,,,sb2307206560567511,200,shopify,1,deny,manual,199.99,229.9885,True,False,,,,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,False,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,g,Active
sb2307206560567511,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Negro,Size,,,,sb2307206560567511,200,shopify,1,deny,manual,199.99,229.9885,True,False,,,,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,False,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,g,Active
sb2307206560567511,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Negro,Size,,,,sb2307206560567511,200,shopify,1,deny,manual,199.99,229.9885,True,False,,,,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,False,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,10 rizo DD ruso tira Pestañas mullido volumen Pestañas postizas rizo DD dramático desordenado visón de imitación Pestañas postizas hacer,g,Active
sh2305246700808676,1 pieza Molde de vela con diseño de figura,1 pieza Molde de vela con diseño de figura,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Multicolor,Size,A,,,sh2305246700808676,200,shopify,1,deny,manual,249.99,287.4885,True,False,,,,1 pieza Molde de vela con diseño de figura,False,1 pieza Molde de vela con diseño de figura,1 pieza Molde de vela con diseño de figura,g,Active
sh2305246700808676,1 pieza Molde de vela con diseño de figura,1 pieza Molde de vela con diseño de figura,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Multicolor,Size,B,,,sh2305246700808676,200,shopify,1,deny,manual,249.99,287.4885,True,False,,,,1 pieza Molde de vela con diseño de figura,False,1 pieza Molde de vela con diseño de figura,1 pieza Molde de vela con diseño de figura,g,Active
sh2306070761837713,1 set Lencería sexy con diseño de lazo con encaje en contraste,1 set Lencería sexy con diseño de lazo con encaje en contraste,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Negro,Size,Unitalla,,,sh2306070761837713,200,shopify,1,deny,manual,649.99,747.4884999999999,True,False,,,,1 set Lencería sexy con diseño de lazo con encaje en contraste,False,1 set Lencería sexy con diseño de lazo con encaje en contraste,1 set Lencería sexy con diseño de lazo con encaje en contraste,g,Active
si2305228016865786,Set de lencería con encaje floral con aro con liga,Set de lencería con encaje floral con aro con liga,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Rojo,Size,XG,,,si2305228016865786,200,shopify,1,deny,manual,499.99,574.9884999999999,True,False,,,,Set de lencería con encaje floral con aro con liga,False,Set de lencería con encaje floral con aro con liga,Set de lencería con encaje floral con aro con liga,g,Active
si2305228016865786,Set de lencería con encaje floral con aro con liga,Set de lencería con encaje floral con aro con liga,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Rojo,Size,G,,,si2305228016865786,200,shopify,1,deny,manual,499.99,574.9884999999999,True,False,,,,Set de lencería con encaje floral con aro con liga,False,Set de lencería con encaje floral con aro con liga,Set de lencería con encaje floral con aro con liga,g,Active
si2305228016865786,Set de lencería con encaje floral con aro con liga,Set de lencería con encaje floral con aro con liga,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Rojo,Size,M,,,si2305228016865786,200,shopify,1,deny,manual,499.99,574.9884999999999,True,False,,,,Set de lencería con encaje floral con aro con liga,False,Set de lencería con encaje floral con aro con liga,Set de lencería con encaje floral con aro con liga,g,Active
si2305228016865786,Set de lencería con encaje floral con aro con liga,Set de lencería con encaje floral con aro con liga,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Rojo,Size,CH,,,si2305228016865786,200,shopify,1,deny,manual,499.99,574.9884999999999,True,False,,,,Set de lencería con encaje floral con aro con liga,False,Set de lencería con encaje floral con aro con liga,Set de lencería con encaje floral con aro con liga,g,Active
si2305262161711154,Set de lencería con abertura con aro con liga,Set de lencería con abertura con aro con liga,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Negro,Size,XG,,,si2305262161711154,200,shopify,1,deny,manual,649.99,747.4884999999999,True,False,,,,Set de lencería con abertura con aro con liga,False,Set de lencería con abertura con aro con liga,Set de lencería con abertura con aro con liga,g,Active
si2305262161711154,Set de lencería con abertura con aro con liga,Set de lencería con abertura con aro con liga,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Negro,Size,G,,,si2305262161711154,200,shopify,1,deny,manual,649.99,747.4884999999999,True,False,,,,Set de lencería con abertura con aro con liga,False,Set de lencería con abertura con aro con liga,Set de lencería con abertura con aro con liga,g,Active
si2305262161711154,Set de lencería con abertura con aro con liga,Set de lencería con abertura con aro con liga,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Negro,Size,M,,,si2305262161711154,200,shopify,1,deny,manual,649.99,747.4884999999999,True,False,,,,Set de lencería con abertura con aro con liga,False,Set de lencería con abertura con aro con liga,Set de lencería con abertura con aro con liga,g,Active
si2305262161711154,Set de lencería con abertura con aro con liga,Set de lencería con abertura con aro con liga,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Negro,Size,CH,,,si2305262161711154,200,shopify,1,deny,manual,649.99,747.4884999999999,True,False,,,,Set de lencería con abertura con aro con liga,False,Set de lencería con abertura con aro con liga,Set de lencería con abertura con aro con liga,g,Active
si2305291173344599,Set de lencería con encaje floral con aro con liga con 1 par medias,Set de lencería con encaje floral con aro con liga con 1 par medias,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Rojo,Size,G,,,si2305291173344599,200,shopify,1,deny,manual,549.99,632.4884999999999,True,False,,,,Set de lencería con encaje floral con aro con liga con 1 par medias,False,Set de lencería con encaje floral con aro con liga con 1 par medias,Set de lencería con encaje floral con aro con liga con 1 par medias,g,Active
si2305291173344599,Set de lencería con encaje floral con aro con liga con 1 par medias,Set de lencería con encaje floral con aro con liga con 1 par medias,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Rojo,Size,M,,,si2305291173344599,200,shopify,1,deny,manual,549.99,632.4884999999999,True,False,,,,Set de lencería con encaje floral con aro con liga con 1 par medias,False,Set de lencería con encaje floral con aro con liga con 1 par medias,Set de lencería con encaje floral con aro con liga con 1 par medias,g,Active
si2305291173344599,Set de lencería con encaje floral con aro con liga con 1 par medias,Set de lencería con encaje floral con aro con liga con 1 par medias,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Rojo,Size,CH,,,si2305291173344599,200,shopify,1,deny,manual,549.99,632.4884999999999,True,False,,,,Set de lencería con encaje floral con aro con liga con 1 par medias,False,Set de lencería con encaje floral con aro con liga con 1 par medias,Set de lencería con encaje floral con aro con liga con 1 par medias,g,Active
si2209121313914464,Body teddy de charol con diseño de cadena con abertura con liga & Medias,Body teddy de charol con diseño de cadena con abertura con liga & Medias,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Negro,Size,G,,,si2209121313914464,200,shopify,1,deny,manual,549.99,632.4884999999999,True,False,,,,Body teddy de charol con diseño de cadena con abertura con liga & Medias,False,Body teddy de charol con diseño de cadena con abertura con liga & Medias,Body teddy de charol con diseño de cadena con abertura con liga & Medias,g,Active
si2209121313914464,Body teddy de charol con diseño de cadena con abertura con liga & Medias,Body teddy de charol con diseño de cadena con abertura con liga & Medias,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Negro,Size,M,,,si2209121313914464,200,shopify,1,deny,manual,549.99,632.4884999999999,True,False,,,,Body teddy de charol con diseño de cadena con abertura con liga & Medias,False,Body teddy de charol con diseño de cadena con abertura con liga & Medias,Body teddy de charol con diseño de cadena con abertura con liga & Medias,g,Active
si2209121313914464,Body teddy de charol con diseño de cadena con abertura con liga & Medias,Body teddy de charol con diseño de cadena con abertura con liga & Medias,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Negro,Size,CH,,,si2209121313914464,200,shopify,1,deny,manual,549.99,632.4884999999999,True,False,,,,Body teddy de charol con diseño de cadena con abertura con liga & Medias,False,Body teddy de charol con diseño de cadena con abertura con liga & Medias,Body teddy de charol con diseño de cadena con abertura con liga & Medias,g,Active
si2211075075979955,Bragas con encaje floral vinculado con cadena,Bragas con encaje floral vinculado con cadena,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Negro,Size,13,,,si2211075075979955,200,shopify,1,deny,manual,149.99,172.4885,True,False,,,,Bragas con encaje floral vinculado con cadena,False,Bragas con encaje floral vinculado con cadena,Bragas con encaje floral vinculado con cadena,g,Active
si2211075075979955,Bragas con encaje floral vinculado con cadena,Bragas con encaje floral vinculado con cadena,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Negro,Size,9,,,si2211075075979955,200,shopify,1,deny,manual,149.99,172.4885,True,False,,,,Bragas con encaje floral vinculado con cadena,False,Bragas con encaje floral vinculado con cadena,Bragas con encaje floral vinculado con cadena,g,Active
si2211075075979955,Bragas con encaje floral vinculado con cadena,Bragas con encaje floral vinculado con cadena,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Negro,Size,7,,,si2211075075979955,200,shopify,1,deny,manual,149.99,172.4885,True,False,,,,Bragas con encaje floral vinculado con cadena,False,Bragas con encaje floral vinculado con cadena,Bragas con encaje floral vinculado con cadena,g,Active
si2211075075979955,Bragas con encaje floral vinculado con cadena,Bragas con encaje floral vinculado con cadena,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Negro,Size,5,,,si2211075075979955,200,shopify,1,deny,manual,149.99,172.4885,True,False,,,,Bragas con encaje floral vinculado con cadena,False,Bragas con encaje floral vinculado con cadena,Bragas con encaje floral vinculado con cadena,g,Active
si2305052593309330,Set de lencería con mariposa aplique con aro con liga,Set de lencería con mariposa aplique con aro con liga,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Rosa,Size,XG,,,si2305052593309330,200,shopify,1,deny,manual,599.99,689.9884999999999,True,False,,,,Set de lencería con mariposa aplique con aro con liga,False,Set de lencería con mariposa aplique con aro con liga,Set de lencería con mariposa aplique con aro con liga,g,Active
si2305052593309330,Set de lencería con mariposa aplique con aro con liga,Set de lencería con mariposa aplique con aro con liga,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Rosa,Size,G,,,si2305052593309330,200,shopify,1,deny,manual,599.99,689.9884999999999,True,False,,,,Set de lencería con mariposa aplique con aro con liga,False,Set de lencería con mariposa aplique con aro con liga,Set de lencería con mariposa aplique con aro con liga,g,Active
si2305052593309330,Set de lencería con mariposa aplique con aro con liga,Set de lencería con mariposa aplique con aro con liga,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Rosa,Size,M,,,si2305052593309330,200,shopify,1,deny,manual,599.99,689.9884999999999,True,False,,,,Set de lencería con mariposa aplique con aro con liga,False,Set de lencería con mariposa aplique con aro con liga,Set de lencería con mariposa aplique con aro con liga,g,Active
si2305052593309330,Set de lencería con mariposa aplique con aro con liga,Set de lencería con mariposa aplique con aro con liga,AMBAR,Lingerie,Lenceria,"Lenceria, ropa interior, ropa intima, sexy",FALSE,Color,Rosa,Size,CH,,,si2305052593309330,200,shopify,1,deny,manual,599.99,689.9884999999999,True,False,,,,Set de lencería con mariposa aplique con aro con liga,False,Set de lencería con mariposa aplique con aro con liga,Set de lencería con mariposa aplique con aro con liga,g,Active
